Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-04-24,HOSPITAL GENERAL DE ZONA 194,IMSS,Buena,Buena,"19.4703,-99.234208"
2020-04-24,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-24,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Buena,Buena,"19.638165,-99.098892"
2020-04-24,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Buena,"19.363602,-99.188608"
2020-04-24,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Media,Media,"19.628814,-99.163343"
2020-04-24,H.G.TOLUCA,ISSSTE,Buena,Buena,"19.256918,-99.635872"
2020-04-24,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Buena,Buena,"19.272014,-99.660919"
2020-04-24,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-24,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-24,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-24,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-24,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-25,HOSPITAL GENERAL DE MÉXICO,SSA,Media,Crítica,"19.4129258,-99.1520225"
2020-04-25,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SSA,Crítica,Crítica,"19.290295,-99.160861"
2020-04-25,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-04-25,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-04-25,BELISARIO DOMINGUEZ,SEDESA,Crítica,Media,"19.307226,-99.065356"
2020-04-25,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-04-25,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Buena,Buena,"19.374431,-99.151203"
2020-04-25,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Buena,Buena,"19.39574,-99.161677"
2020-04-25,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-04-25,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
2020-04-25,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Buena,Media,"19.467169,-99.143785"
2020-04-25,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Media,"19.357566,-99.054269"
2020-04-25,HOSPITAL GENERAL REGIONAL 72,IMSS,Buena,Media,"19.542797,-99.205022"
2020-04-25,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-25,HOSPITAL GENERAL DE ZONA 53,IMSS,Buena,Buena,"19.356913,-98.990929"
2020-04-25,HOSPITAL GENERAL DE ZONA 197,IMSS,Buena,Media,"19.515133,-98.89145"
2020-04-25,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Media,"19.530797,-99.222446"
2020-04-25,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-25,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Buena,"19.363602,-99.188608"
2020-04-25,HG TACUBA,ISSSTE,Media,Media,"19.454384,-99.191231"
2020-04-25,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-25,HG IGNACIO ZARAGOZA,ISSSTE,Crítica,Crítica,"19.389472,-99.045019"
2020-04-25,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Buena,Media,"19.815198,-99.089196"
2020-04-25,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Buena,Buena,"19.286062,-99.585976"
2020-04-25,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Buena,"19.272014,-99.660919"
2020-04-25,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Buena,"19.594136,-99.018679"
2020-04-25,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-25,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-25,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-25,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-26,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-04-26,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-04-26,BELISARIO DOMINGUEZ,SEDESA,Crítica,Media,"19.307226,-99.065356"
2020-04-26,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407458,-99.152267"
2020-04-26,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Buena,"19.395912,-99.16161"
2020-04-26,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Buena,Buena,"19.374431,-99.151203"
2020-04-26,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Buena,Buena,"19.467169,-99.143785"
2020-04-26,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Buena,Buena,"19.465117,-99.085162"
2020-04-26,HOSPITAL GENERAL REGIONAL 72,IMSS,Buena,Media,"19.542797,-99.205022"
2020-04-26,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-26,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Buena,"19.356913,-98.990929"
2020-04-26,HOSPITAL GENERAL DE ZONA 197,IMSS,Buena,Buena,"19.515133,-98.89145"
2020-04-26,HOSPITAL GENERAL DE ZONA 194,IMSS,Buena,Buena,"19.4703,-99.234208"
2020-04-26,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-26,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-26,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-26,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Buena,Buena,"19.638165,-99.098892"
2020-04-26,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Media,"19.37272,-99.171205"
2020-04-26,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Buena,"19.363602,-99.188608"
2020-04-26,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-04-26,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Buena,Buena,"19.358451,-99.172716"
2020-04-26,H.G.TOLUCA,ISSSTE,Buena,Buena,"19.256918,-99.635872"
2020-04-26,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Buena,"19.272014,-99.660919"
2020-04-26,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-26,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-26,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-26,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-26,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-26,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-26,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-26,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-26,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-26,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-27,HOSPITAL JUAREZ,SSA,Media,Crítica,"19.481829,-99.135576"
2020-04-27,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Crítica,"19.290598,-99.153838"
2020-04-27,CITIBANAMEX,SEDESA,,,"19.439732,-99.224235"
2020-04-27,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Buena,Buena,"19.374431,-99.151203"
2020-04-27,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-04-27,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Crítica,Buena,"19.309194,-99.129593"
2020-04-27,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Buena,Buena,"19.467169,-99.143785"
2020-04-27,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-04-27,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Buena,"19.529016,-99.030983"
2020-04-27,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Buena,"19.37272,-99.171205"
2020-04-27,HG JOSE MARIA MORELOS,ISSSTE,Crítica,Media,"19.363918,-98.995393"
2020-04-27,HG TACUBA,ISSSTE,Buena,Media,"19.454384,-99.191231"
2020-04-27,H.G.TOLUCA,ISSSTE,Buena,Buena,"19.256918,-99.635872"
2020-04-27,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Buena,Buena,"19.272014,-99.660919"
2020-04-27,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Media,Crítica,"19.320789,-99.633339"
2020-04-27,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-27,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-27,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-27,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-27,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-27,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-28,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-28,INER,SSA,Buena,Media,"19.291375,-99.158653"
2020-04-28,HOSPITAL GENERAL DE MÉXICO,SSA,Crítica,Crítica,"19.4129258,-99.1520225"
2020-04-28,HOSPITAL JUAREZ,SSA,Crítica,Crítica,"19.481829,-99.135576"
2020-04-28,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-04-28,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Buena,"19.398836,-99.116913"
2020-04-28,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-04-28,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Buena,Buena,"19.337137,-99.200142"
2020-04-28,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Crítica,Buena,"19.309194,-99.129593"
2020-04-28,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Buena,Buena,"19.467169,-99.143785"
2020-04-28,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-28,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-28,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-28,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Media,Buena,"19.526677,-99.082058"
2020-04-28,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Media,"19.37272,-99.171205"
2020-04-28,HG TACUBA,ISSSTE,Media,Media,"19.454384,-99.191231"
2020-04-28,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-04-28,HG IGNACIO ZARAGOZA,ISSSTE,Crítica,Crítica,"19.389472,-99.045019"
2020-04-28,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-04-28,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Buena,"19.521706,-99.187341"
2020-04-28,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-28,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-28,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-28,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-28,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-28,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-28,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-28,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-28,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-29,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-29,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-04-29,BELISARIO DOMINGUEZ,SEDESA,,,"19.307226,-99.065356"
2020-04-29,ENRIQUE CABRERA,SEDESA,Media,Media,"19.361675,-99.224432"
2020-04-29,GENERAL TLAHUAC,SEDESA,Crítica,Buena,"19.287492,-99.052665"
2020-04-29,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-04-29,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Media,Media,"19.407458,-99.152267"
2020-04-29,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Buena,"19.374431,-99.151203"
2020-04-29,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Crítica,"19.39574,-99.161677"
2020-04-29,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Buena,Buena,"19.454776,-99.140007"
2020-04-29,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Buena,Buena,"19.465117,-99.085162"
2020-04-29,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-04-29,HOSPITAL GENERAL REGIONAL 72,IMSS,Buena,Buena,"19.542797,-99.205022"
2020-04-29,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-29,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Media,Buena,"19.638165,-99.098892"
2020-04-29,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Buena,Buena,"19.37272,-99.171205"
2020-04-29,HG IGNACIO ZARAGOZA,ISSSTE,Media,Buena,"19.389472,-99.045019"
2020-04-29,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Media,"19.358451,-99.172716"
2020-04-29,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Buena,"19.815198,-99.089196"
2020-04-29,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Buena,Media,"19.521706,-99.187341"
2020-04-29,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Buena,"19.272014,-99.660919"
2020-04-29,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-29,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-29,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-29,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-29,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-29,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-30,HOSPITAL GENERAL DE MÉXICO,SSA,Crítica,Crítica,"19.4129258,-99.1520225"
2020-04-30,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-04-30,BELISARIO DOMINGUEZ,SEDESA,,,"19.307226,-99.065356"
2020-04-30,GENERAL TLAHUAC,SEDESA,Crítica,Buena,"19.287492,-99.052665"
2020-04-30,CITIBANAMEX,SEDESA,Media,Media,"19.439732,-99.224235"
2020-04-30,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-04-30,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-04-30,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Buena,"19.467169,-99.143785"
2020-04-30,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-04-30,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-30,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-04-30,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Buena,"19.57007,-99.044009"
2020-04-30,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-30,HG JOSE MARIA MORELOS,ISSSTE,Crítica,Buena,"19.363918,-98.995393"
2020-04-30,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Crítica,"19.486751,-99.133249"
2020-04-30,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Media,"19.521706,-99.187341"
2020-04-30,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Media,Buena,"19.286062,-99.585976"
2020-04-30,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Media,Media,"19.272014,-99.660919"
2020-04-30,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-04-30,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-30,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-30,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-30,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-30,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-30,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-05-01,INER,SSA,Buena,Crítica,"19.291375,-99.158653"
2020-05-01,HOSPITAL GENERAL DE MÉXICO,SSA,Crítica,Crítica,"19.4129258,-99.1520225"
2020-05-01,HOSPITAL JUAREZ,SSA,Crítica,Crítica,"19.481829,-99.135576"
2020-05-01,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Media,Buena,"19.290598,-99.153838"
2020-05-01,GENERAL TLAHUAC,SEDESA,Buena,Media,"19.287492,-99.052665"
2020-05-01,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-05-01,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Media,"19.374431,-99.151203"
2020-05-01,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Crítica,"19.39574,-99.161677"
2020-05-01,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-05-01,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Buena,"19.398836,-99.116913"
2020-05-01,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-05-01,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-05-01,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Buena,"19.467169,-99.143785"
2020-05-01,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Buena,"19.356913,-98.990929"
2020-05-01,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-05-01,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-05-01,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-05-01,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Media,Buena,"19.638165,-99.098892"
2020-05-01,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Crítica,"19.363602,-99.188608"
2020-05-01,HG DR FERNANDO QUIROZ,ISSSTE,Media,Media,"19.394242,-99.194187"
2020-05-01,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Media,"19.358451,-99.172716"
2020-05-01,H.G.TOLUCA,ISSSTE,Crítica,Crítica,"19.256918,-99.635872"
2020-05-01,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Buena,"19.815198,-99.089196"
2020-05-01,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Crítica,Media,"19.594136,-99.018679"
2020-05-01,HOSPITAL GENERAL MILPA ALTA,SEDESA,Crítica,Crítica,"19.200951,-99.01121"
2020-05-01,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-05-01,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-05-01,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-05-01,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-05-01,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-05-01,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-05-01,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-05-01,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-05-02,INER,SSA,Buena,Crítica,"19.291375,-99.158653"
2020-05-02,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Crítica,"19.290598,-99.153838"
2020-05-02,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-05-02,BELISARIO DOMINGUEZ,SEDESA,Media,Buena,"19.307226,-99.065356"
2020-05-02,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-05-02,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
2020-05-02,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Crítica,"19.464865,-99.144859"
2020-05-02,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Buena,Buena,"19.483221,-99.128448"
2020-05-02,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Buena,Buena,"19.405495,-99.1122"
2020-05-02,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Buena,"19.307964,-99.130677"
2020-05-02,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Media,"19.482375,-99.213046"
2020-05-02,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Crítica,"19.542797,-99.205022"
2020-05-02,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Buena,"19.742905,-98.972971"
2020-05-02,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-05-02,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-05-02,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Buena,Buena,"19.530797,-99.222446"
2020-05-02,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Crítica,"19.37272,-99.171205"
2020-05-02,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Crítica,Buena,"19.358451,-99.172716"
2020-05-02,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Buena,Buena,"19.272014,-99.660919"
2020-05-02,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Crítica,Buena,"19.594136,-99.018679"
2020-05-02,HOSPITAL GENERAL XOCO,SEDESA,,,"19.360313,-99.162275"
2020-05-02,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-05-02,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-05-02,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-05-02,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-05-02,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-05-02,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-05-02,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-05-02,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
